Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
637d3bd46b6fefabc68c52aa,627bbf69ab2788507bc421a2,APPROVED,2022-11-22T21:15:05.930000Z,2022-11-22T21:27:12.803000Z,2022-11-23T18:48:50.604000,2022-11-22T21:27:13.297256Z,727,NOCODE,426,"English, German",35,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,Part-Time
637d3bd62f4acd0709a39267,60087e9189ddb34b79b08be5,APPROVED,2022-11-22T21:15:02.030000Z,2022-11-22T21:25:04.671000Z,2022-11-23T18:48:50.885000,2022-11-22T21:25:05.026742Z,603,NOCODE,374,"Polish, German, English, French, Italian",27,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
637d3bd6d35cb55b5edd4893,5db050bee16e28001752bc92,APPROVED,2022-11-22T21:15:15.218000Z,2022-11-22T21:24:49.769000Z,2022-11-23T18:48:51.172000,2022-11-22T21:24:50.395702Z,575,NOCODE,620,"German, English, Hindi",30,Male,Asian,India,Germany,India,English,No,Full-Time
637d3bd77a184bb01f4adc1d,5fdfd04b9bf07d83b2e5f780,APPROVED,2022-11-22T21:15:21.856000Z,2022-11-22T21:21:12.795000Z,2022-11-22T21:22:52.714000,2022-11-22T21:21:15.568709Z,351,NOCODE,417,"English, Spanish, Portuguese",27,Male,White,Portugal,Portugal,Portugal,English,No,Other
637d3bd7c2dd58b2058b4dc1,59ada0805ea0f30001281732,APPROVED,2022-11-22T21:15:07.568000Z,2022-11-22T21:21:15.145000Z,2022-11-22T21:22:52.829000,2022-11-22T21:21:16.150170Z,368,NOCODE,1283,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
637d3c21de170d8af7689212,60b94f837bfda8b1977feef0,APPROVED,2022-11-22T21:16:25.234000Z,2022-11-22T21:43:35.727000Z,2022-11-23T18:48:51.450000,2022-11-22T21:43:36.248702Z,1631,NOCODE,323,English,76,Female,White,United Kingdom,South Africa,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
637d572370f02864f566af90,608c349d8e7f57e8f84d3a27,APPROVED,2022-11-22T23:11:31.810000Z,2022-11-22T23:20:48.044000Z,2022-11-23T18:48:51.734000,2022-11-22T23:20:49.851886Z,557,NOCODE,383,"Portuguese, English",27,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
637d71ee646cb3f7566891fa,5b8c8e7d0c740e00019d55c3,APPROVED,2022-11-23T01:05:52.271000Z,2022-11-23T01:15:07.667000Z,2022-11-23T18:48:52.027000,2022-11-23T01:15:08.090861Z,556,C2TJMYKC,1061,"English, Spanish",37,Male,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
637d7b206269049009d007b6,5bb511c6689fc5000149c703,APPROVED,2022-11-23T01:45:18.662000Z,2022-11-23T01:54:59.323000Z,2022-11-23T18:48:52.311000,2022-11-23T01:54:59.790291Z,581,C2TJMYKC,843,"English, Spanish",46,Female,Other,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
637e52a4f82f2046c9c1c956,5fa23c9b64b18a4067cc842e,APPROVED,2022-11-23T17:04:53.587000Z,2022-11-23T17:14:24.591000Z,2022-11-23T18:48:52.599000,2022-11-23T17:14:25.022391Z,572,NOCODE,556,"English, Finnish, Vietnamese",36,Male,Asian,Vietnam,Finland,Vietnam,Vietnamese,DATA_EXPIRED,DATA_EXPIRED
